"codigo";"descricao";"descricao_breve"
"V75";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V76";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V77";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V78";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V79";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V80";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V81";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V82";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V83";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V84";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V85";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V86";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V87";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V88";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V89";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V90";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V91";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V92";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V93";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V94";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V95";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V96";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V97";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V98";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"V99";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W00";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W01";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W02";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W03";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W04";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W05";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W06";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W07";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W08";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W09";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W10";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W11";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W12";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W13";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W14";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W15";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W16";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W17";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W18";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W19";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W20";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W21";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W22";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W23";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W24";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W25";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W26";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W27";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W28";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W29";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W30";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W31";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W32";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W33";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W34";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W35";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W36";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W37";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W38";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W39";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W40";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W41";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W42";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W43";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W44";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W45";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W46";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W47";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W48";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W49";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W50";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W51";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W52";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W53";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W54";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W55";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W56";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W57";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W58";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W59";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W60";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W61";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W62";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W63";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W64";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W65";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W66";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W67";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W68";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W69";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W70";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W71";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W72";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W73";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W74";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W75";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W76";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W77";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W78";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W79";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W80";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W81";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W82";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W83";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W84";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W85";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W86";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W87";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W88";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W89";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W90";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W91";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W92";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W93";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W94";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W95";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W96";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W97";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W98";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"W99";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X00";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X01";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X02";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X03";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X04";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X05";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X06";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X07";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X08";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X09";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X10";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X11";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X12";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X13";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X14";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X15";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X16";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X17";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X18";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X19";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X20";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X21";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X22";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X23";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X24";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X25";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X26";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X27";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X28";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X29";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X30";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X31";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X32";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X33";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X34";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X35";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X36";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X37";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X38";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X39";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X40";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X41";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X42";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X43";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X44";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X45";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X46";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X47";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X48";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X49";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X50";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X51";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X52";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X53";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X54";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X55";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X56";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X57";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X58";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X59";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X60";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X61";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X62";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X63";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X64";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X65";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X66";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X67";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X68";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X69";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X70";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X71";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X72";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X73";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X74";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X75";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X76";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X77";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X78";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X79";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X80";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X81";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X82";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X83";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X84";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X85";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X86";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X87";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X88";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X89";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X90";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X91";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X92";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X93";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X94";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X95";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X96";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X97";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X98";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"X99";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y00";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y01";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y02";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y03";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y04";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y05";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y06";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y07";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y08";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y09";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y10";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y11";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y12";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y13";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y14";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y15";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y16";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y17";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y18";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y19";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y20";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y21";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y22";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y23";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y24";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y25";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y26";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y27";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y28";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y29";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y30";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y31";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
"Y32";"Capítulo XX - Causas externas de morbidade e de mortalidade";"XX.  Causas externas de morbidade e mortalidade"
